Abd,sample,Species,Community,Curve,Tax_dis,Depth
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.928,C.2.R.30,Encephalitozoon cuniculi,C,2,R,30
0.776,C.2.R.30,Thermotoga caldifontis,C,2,R,30
0.648,C.2.R.30,Brevundimonas vesicularis,C,2,R,30
0.541,C.2.R.30,Mesorhizobium amorphae,C,2,R,30
0.452,C.2.R.30,Mesorhizobium ciceri,C,2,R,30
0.377,C.2.R.30,Brevundimonas subvibrioides,C,2,R,30
0.315,C.2.R.30,Pseudothermotoga thermarum,C,2,R,30
0.263,C.2.R.30,Methanosarcina siciliae,C,2,R,30
0.22,C.2.R.30,Borrelia anserina,C,2,R,30
0.184,C.2.R.30,Plesiomonas shigelloides,C,2,R,30
0.153,C.2.R.30,Granulicella mallensis,C,2,R,30
0.128,C.2.R.30,Thermoproteus uzoniensis,C,2,R,30
0.107,C.2.R.30,Anabaena cylindrica,C,2,R,30
0.089,C.2.R.30,Methanosarcina vacuolata,C,2,R,30
0.075,C.2.R.30,Burkholderia glumae,C,2,R,30
0.075,C.2.R.30,Burkholderia glumae,C,2,R,30
0.062,C.2.R.30,Pandoraea thiooxydans,C,2,R,30
0.052,C.2.R.30,Caulobacter crescentus,C,2,R,30
0.044,C.2.R.30,Borrelia burgdorferi,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.036,C.2.R.30,Candida albicans,C,2,R,30
0.03,C.2.R.30,Vulcanisaeta moutnovskia,C,2,R,30
0.025,C.2.R.30,Rhodobacter capsulatus,C,2,R,30
0.021,C.2.R.30,Klebsiella quasipneumoniae,C,2,R,30
0.018,C.2.R.30,Nostoc azollae,C,2,R,30
0.015,C.2.R.30,Thermotoga petrophila,C,2,R,30
0.012,C.2.R.30,Granulicella tundricola,C,2,R,30
0.01,C.2.R.30,Paracoccus aminophilus,C,2,R,30
16.187,C.2.R.60,Caulobacter crescentus,C,2,R,60
13.815,C.2.R.60,Burkholderia glumae,C,2,R,60
13.815,C.2.R.60,Burkholderia glumae,C,2,R,60
11.54,C.2.R.60,Borreliella chilensis,C,2,R,60
9.639,C.2.R.60,Pandoraea thiooxydans,C,2,R,60
8.051,C.2.R.60,Paracoccus yeei,C,2,R,60
6.725,C.2.R.60,Rhodobacter capsulatus,C,2,R,60
5.617,C.2.R.60,Methanococcoides methylutens,C,2,R,60
4.692,C.2.R.60,Borrelia duttonii,C,2,R,60
3.919,C.2.R.60,Brevundimonas subvibrioides,C,2,R,60
3.273,C.2.R.60,Streptomyces griseus,C,2,R,60
2.734,C.2.R.60,Pseudothermotoga thermarum,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
2.284,C.2.R.60,Encephalitozoon cuniculi,C,2,R,60
1.907,C.2.R.60,Burkholderia stagnalis,C,2,R,60
1.907,C.2.R.60,Burkholderia stagnalis,C,2,R,60
1.907,C.2.R.60,Burkholderia stagnalis,C,2,R,60
1.593,C.2.R.60,Thermotoga caldifontis,C,2,R,60
1.331,C.2.R.60,Chlamydia suis,C,2,R,60
1.112,C.2.R.60,Methanosarcina vacuolata,C,2,R,60
0.928,C.2.R.60,Nitratireductor basaltis,C,2,R,60
0.776,C.2.R.60,Vulcanisaeta moutnovskia,C,2,R,60
0.648,C.2.R.60,Mesorhizobium amorphae,C,2,R,60
0.541,C.2.R.60,Terriglobus roseus,C,2,R,60
0.452,C.2.R.60,Bacillus subtilis,C,2,R,60
0.377,C.2.R.60,Methanosarcina siciliae,C,2,R,60
0.315,C.2.R.60,Thermotoga petrophila,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.263,C.2.R.60,Candida albicans,C,2,R,60
0.22,C.2.R.60,Chlamydophila pecorum,C,2,R,60
0.184,C.2.R.60,Mesorhizobium ciceri,C,2,R,60
0.153,C.2.R.60,Paracoccus aminophilus,C,2,R,60
0.128,C.2.R.60,Anabaena cylindrica,C,2,R,60
0.107,C.2.R.60,Nostoc azollae,C,2,R,60
0.089,C.2.R.60,Granulicella mallensis,C,2,R,60
0.075,C.2.R.60,Borrelia burgdorferi,C,2,R,60
0.062,C.2.R.60,Vulcanisaeta distributa,C,2,R,60
0.052,C.2.R.60,Chlamydia muridarum,C,2,R,60
0.044,C.2.R.60,Nostoc punctiforme,C,2,R,60
0.036,C.2.R.60,Plesiomonas shigelloides,C,2,R,60
0.03,C.2.R.60,Granulicella tundricola,C,2,R,60
0.025,C.2.R.60,Erwinia gerundensis,C,2,R,60
0.025,C.2.R.60,Erwinia gerundensis,C,2,R,60
0.021,C.2.R.60,Thermoproteus uzoniensis,C,2,R,60
0.018,C.2.R.60,Klebsiella quasipneumoniae,C,2,R,60
0.015,C.2.R.60,Brevundimonas vesicularis,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.012,C.2.R.60,Phellinus noxius,C,2,R,60
0.01,C.2.R.60,Borrelia anserina,C,2,R,60
16.187,C.2.V.60,Brevundimonas subvibrioides,C,2,V,60
13.815,C.2.V.60,Brevundimonas vesicularis,C,2,V,60
11.54,C.2.V.60,Methanosarcina vacuolata,C,2,V,60
9.639,C.2.V.60,Methanosarcina siciliae,C,2,V,60
8.051,C.2.V.60,Caulobacter crescentus,C,2,V,60
6.725,C.2.V.60,Methanococcoides methylutens,C,2,V,60
5.617,C.2.V.60,Paracoccus aminophilus,C,2,V,60
4.692,C.2.V.60,Paracoccus yeei,C,2,V,60
3.919,C.2.V.60,Nostoc punctiforme,C,2,V,60
3.273,C.2.V.60,Nostoc azollae,C,2,V,60
2.734,C.2.V.60,Rhodobacter capsulatus,C,2,V,60
2.284,C.2.V.60,Anabaena cylindrica,C,2,V,60
1.907,C.2.V.60,Chlamydia muridarum,C,2,V,60
1.593,C.2.V.60,Chlamydia suis,C,2,V,60
1.331,C.2.V.60,Granulicella tundricola,C,2,V,60
1.112,C.2.V.60,Granulicella mallensis,C,2,V,60
0.928,C.2.V.60,Chlamydophila pecorum,C,2,V,60
0.776,C.2.V.60,Terriglobus roseus,C,2,V,60
0.648,C.2.V.60,Burkholderia glumae,C,2,V,60
0.648,C.2.V.60,Burkholderia glumae,C,2,V,60
0.541,C.2.V.60,Burkholderia stagnalis,C,2,V,60
0.541,C.2.V.60,Burkholderia stagnalis,C,2,V,60
0.541,C.2.V.60,Burkholderia stagnalis,C,2,V,60
0.452,C.2.V.60,Borrelia duttonii,C,2,V,60
0.377,C.2.V.60,Borrelia anserina,C,2,V,60
0.315,C.2.V.60,Pandoraea thiooxydans,C,2,V,60
0.263,C.2.V.60,Borreliella chilensis,C,2,V,60
0.22,C.2.V.60,Borrelia burgdorferi,C,2,V,60
0.184,C.2.V.60,Streptomyces griseus,C,2,V,60
0.153,C.2.V.60,Plesiomonas shigelloides,C,2,V,60
0.128,C.2.V.60,Klebsiella quasipneumoniae,C,2,V,60
0.107,C.2.V.60,Bacillus subtilis,C,2,V,60
0.089,C.2.V.60,Erwinia gerundensis,C,2,V,60
0.089,C.2.V.60,Erwinia gerundensis,C,2,V,60
0.075,C.2.V.60,Mesorhizobium ciceri,C,2,V,60
0.062,C.2.V.60,Mesorhizobium amorphae,C,2,V,60
0.052,C.2.V.60,Pseudothermotoga thermarum,C,2,V,60
0.044,C.2.V.60,Thermotoga caldifontis,C,2,V,60
0.036,C.2.V.60,Nitratireductor basaltis,C,2,V,60
0.03,C.2.V.60,Thermotoga petrophila,C,2,V,60
0.025,C.2.V.60,Vulcanisaeta distributa,C,2,V,60
0.021,C.2.V.60,Vulcanisaeta moutnovskia,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.018,C.2.V.60,Phellinus noxius,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.015,C.2.V.60,Candida albicans,C,2,V,60
0.012,C.2.V.60,Thermoproteus uzoniensis,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
0.01,C.2.V.60,Encephalitozoon cuniculi,C,2,V,60
4.249,C.3.C.60,Brevundimonas subvibrioides,C,3,C,60
3.812,C.3.C.60,Caulobacter crescentus,C,3,C,60
3.78,C.3.C.60,Methanosarcina vacuolata,C,3,C,60
3.745,C.3.C.60,Methanococcoides methylutens,C,3,C,60
3.706,C.3.C.60,Brevundimonas vesicularis,C,3,C,60
3.664,C.3.C.60,Methanosarcina siciliae,C,3,C,60
3.619,C.3.C.60,Paracoccus aminophilus,C,3,C,60
3.571,C.3.C.60,Rhodobacter capsulatus,C,3,C,60
3.52,C.3.C.60,Nostoc punctiforme,C,3,C,60
3.466,C.3.C.60,Anabaena cylindrica,C,3,C,60
3.409,C.3.C.60,Paracoccus yeei,C,3,C,60
3.348,C.3.C.60,Nostoc azollae,C,3,C,60
3.284,C.3.C.60,Chlamydia muridarum,C,3,C,60
3.217,C.3.C.60,Chlamydophila pecorum,C,3,C,60
3.147,C.3.C.60,Granulicella tundricola,C,3,C,60
3.073,C.3.C.60,Terriglobus roseus,C,3,C,60
2.997,C.3.C.60,Chlamydia suis,C,3,C,60
2.917,C.3.C.60,Granulicella mallensis,C,3,C,60
2.834,C.3.C.60,Burkholderia glumae,C,3,C,60
2.834,C.3.C.60,Burkholderia glumae,C,3,C,60
2.747,C.3.C.60,Pandoraea thiooxydans,C,3,C,60
2.657,C.3.C.60,Borrelia duttonii,C,3,C,60
2.564,C.3.C.60,Borreliella chilensis,C,3,C,60
2.468,C.3.C.60,Burkholderia stagnalis,C,3,C,60
2.468,C.3.C.60,Burkholderia stagnalis,C,3,C,60
2.468,C.3.C.60,Burkholderia stagnalis,C,3,C,60
2.369,C.3.C.60,Borrelia anserina,C,3,C,60
2.266,C.3.C.60,Borrelia burgdorferi,C,3,C,60
2.16,C.3.C.60,Bacillus subtilis,C,3,C,60
2.05,C.3.C.60,Plesiomonas shigelloides,C,3,C,60
1.938,C.3.C.60,Erwinia gerundensis,C,3,C,60
1.938,C.3.C.60,Erwinia gerundensis,C,3,C,60
1.822,C.3.C.60,Streptomyces griseus,C,3,C,60
1.702,C.3.C.60,Klebsiella quasipneumoniae,C,3,C,60
1.58,C.3.C.60,Mesorhizobium ciceri,C,3,C,60
1.454,C.3.C.60,Nitratireductor basaltis,C,3,C,60
1.324,C.3.C.60,Pseudothermotoga thermarum,C,3,C,60
1.191,C.3.C.60,Thermotoga petrophila,C,3,C,60
1.055,C.3.C.60,Mesorhizobium amorphae,C,3,C,60
0.916,C.3.C.60,Thermotoga caldifontis,C,3,C,60
0.773,C.3.C.60,Vulcanisaeta distributa,C,3,C,60
0.627,C.3.C.60,Thermoproteus uzoniensis,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.477,C.3.C.60,Phellinus noxius,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.325,C.3.C.60,Encephalitozoon cuniculi,C,3,C,60
0.168,C.3.C.60,Vulcanisaeta moutnovskia,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
0.009,C.3.C.60,Candida albicans,C,3,C,60
4.249,C.3.N.60,Methanosarcina vacuolata,C,3,N,60
3.812,C.3.N.60,Methanosarcina siciliae,C,3,N,60
3.78,C.3.N.60,Paracoccus aminophilus,C,3,N,60
3.745,C.3.N.60,Paracoccus yeei,C,3,N,60
3.706,C.3.N.60,Rhodobacter capsulatus,C,3,N,60
3.664,C.3.N.60,Anabaena cylindrica,C,3,N,60
3.619,C.3.N.60,Chlamydia muridarum,C,3,N,60
3.571,C.3.N.60,Chlamydia suis,C,3,N,60
3.52,C.3.N.60,Chlamydophila pecorum,C,3,N,60
3.466,C.3.N.60,Granulicella tundricola,C,3,N,60
3.409,C.3.N.60,Terriglobus roseus,C,3,N,60
3.348,C.3.N.60,Burkholderia stagnalis,C,3,N,60
3.348,C.3.N.60,Burkholderia stagnalis,C,3,N,60
3.348,C.3.N.60,Burkholderia stagnalis,C,3,N,60
3.284,C.3.N.60,Pandoraea thiooxydans,C,3,N,60
3.217,C.3.N.60,Borrelia anserina,C,3,N,60
3.147,C.3.N.60,Borreliella chilensis,C,3,N,60
3.073,C.3.N.60,Streptomyces griseus,C,3,N,60
2.997,C.3.N.60,Bacillus subtilis,C,3,N,60
2.917,C.3.N.60,Klebsiella quasipneumoniae,C,3,N,60
2.834,C.3.N.60,Erwinia gerundensis,C,3,N,60
2.834,C.3.N.60,Erwinia gerundensis,C,3,N,60
2.747,C.3.N.60,Mesorhizobium amorphae,C,3,N,60
2.657,C.3.N.60,Nitratireductor basaltis,C,3,N,60
2.564,C.3.N.60,Pseudothermotoga thermarum,C,3,N,60
2.468,C.3.N.60,Thermotoga caldifontis,C,3,N,60
2.369,C.3.N.60,Vulcanisaeta moutnovskia,C,3,N,60
2.266,C.3.N.60,Thermoproteus uzoniensis,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.16,C.3.N.60,Phellinus noxius,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
2.05,C.3.N.60,Candida albicans,C,3,N,60
4.249,C.3.R.10,Erwinia gerundensis,C,3,R,10
4.249,C.3.R.10,Erwinia gerundensis,C,3,R,10
3.812,C.3.R.10,Mesorhizobium amorphae,C,3,R,10
3.78,C.3.R.10,Burkholderia stagnalis,C,3,R,10
3.78,C.3.R.10,Burkholderia stagnalis,C,3,R,10
3.78,C.3.R.10,Burkholderia stagnalis,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.745,C.3.R.10,Candida albicans,C,3,R,10
3.706,C.3.R.10,Vulcanisaeta moutnovskia,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.664,C.3.R.10,Encephalitozoon cuniculi,C,3,R,10
3.619,C.3.R.10,Paracoccus aminophilus,C,3,R,10
3.571,C.3.R.10,Borreliella chilensis,C,3,R,10
3.52,C.3.R.10,Streptomyces griseus,C,3,R,10
3.466,C.3.R.10,Paracoccus yeei,C,3,R,10
3.409,C.3.R.10,Chlamydia suis,C,3,R,10
3.348,C.3.R.10,Caulobacter crescentus,C,3,R,10
3.284,C.3.R.10,Methanococcoides methylutens,C,3,R,10
3.217,C.3.R.10,Rhodobacter capsulatus,C,3,R,10
3.147,C.3.R.10,Brevundimonas subvibrioides,C,3,R,10
3.073,C.3.R.10,Granulicella mallensis,C,3,R,10
2.997,C.3.R.10,Granulicella tundricola,C,3,R,10
2.917,C.3.R.10,Pandoraea thiooxydans,C,3,R,10
2.834,C.3.R.10,Borrelia duttonii,C,3,R,10
2.747,C.3.R.10,Plesiomonas shigelloides,C,3,R,10
2.657,C.3.R.10,Nostoc punctiforme,C,3,R,10
2.564,C.3.R.10,Burkholderia glumae,C,3,R,10
2.564,C.3.R.10,Burkholderia glumae,C,3,R,10
2.468,C.3.R.10,Thermoproteus uzoniensis,C,3,R,10
2.369,C.3.R.10,Anabaena cylindrica,C,3,R,10
2.266,C.3.R.10,Nitratireductor basaltis,C,3,R,10
2.16,C.3.R.10,Brevundimonas vesicularis,C,3,R,10
2.05,C.3.R.10,Thermotoga caldifontis,C,3,R,10
1.938,C.3.R.10,Thermotoga petrophila,C,3,R,10
1.822,C.3.R.10,Pseudothermotoga thermarum,C,3,R,10
1.702,C.3.R.10,Methanosarcina siciliae,C,3,R,10
1.58,C.3.R.10,Nostoc azollae,C,3,R,10
1.454,C.3.R.10,Bacillus subtilis,C,3,R,10
1.324,C.3.R.10,Chlamydophila pecorum,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.191,C.3.R.10,Phellinus noxius,C,3,R,10
1.055,C.3.R.10,Mesorhizobium ciceri,C,3,R,10
0.916,C.3.R.10,Chlamydia muridarum,C,3,R,10
0.773,C.3.R.10,Klebsiella quasipneumoniae,C,3,R,10
0.627,C.3.R.10,Borrelia anserina,C,3,R,10
0.477,C.3.R.10,Methanosarcina vacuolata,C,3,R,10
0.325,C.3.R.10,Borrelia burgdorferi,C,3,R,10
0.168,C.3.R.10,Terriglobus roseus,C,3,R,10
0.009,C.3.R.10,Vulcanisaeta distributa,C,3,R,10
4.249,C.3.R.120,Brevundimonas vesicularis,C,3,R,120
3.812,C.3.R.120,Plesiomonas shigelloides,C,3,R,120
3.78,C.3.R.120,Anabaena cylindrica,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.745,C.3.R.120,Phellinus noxius,C,3,R,120
3.706,C.3.R.120,Borrelia anserina,C,3,R,120
3.664,C.3.R.120,Methanosarcina vacuolata,C,3,R,120
3.619,C.3.R.120,Klebsiella quasipneumoniae,C,3,R,120
3.571,C.3.R.120,Pandoraea thiooxydans,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.52,C.3.R.120,Encephalitozoon cuniculi,C,3,R,120
3.466,C.3.R.120,Mesorhizobium ciceri,C,3,R,120
3.409,C.3.R.120,Borrelia duttonii,C,3,R,120
3.348,C.3.R.120,Burkholderia stagnalis,C,3,R,120
3.348,C.3.R.120,Burkholderia stagnalis,C,3,R,120
3.348,C.3.R.120,Burkholderia stagnalis,C,3,R,120
3.284,C.3.R.120,Methanococcoides methylutens,C,3,R,120
3.217,C.3.R.120,Chlamydophila pecorum,C,3,R,120
3.147,C.3.R.120,Nitratireductor basaltis,C,3,R,120
3.073,C.3.R.120,Vulcanisaeta moutnovskia,C,3,R,120
2.997,C.3.R.120,Paracoccus aminophilus,C,3,R,120
2.917,C.3.R.120,Mesorhizobium amorphae,C,3,R,120
2.834,C.3.R.120,Paracoccus yeei,C,3,R,120
2.747,C.3.R.120,Nostoc azollae,C,3,R,120
2.657,C.3.R.120,Burkholderia glumae,C,3,R,120
2.657,C.3.R.120,Burkholderia glumae,C,3,R,120
2.564,C.3.R.120,Bacillus subtilis,C,3,R,120
2.468,C.3.R.120,Chlamydia muridarum,C,3,R,120
2.369,C.3.R.120,Streptomyces griseus,C,3,R,120
2.266,C.3.R.120,Chlamydia suis,C,3,R,120
2.16,C.3.R.120,Borrelia burgdorferi,C,3,R,120
2.05,C.3.R.120,Terriglobus roseus,C,3,R,120
1.938,C.3.R.120,Granulicella tundricola,C,3,R,120
1.822,C.3.R.120,Vulcanisaeta distributa,C,3,R,120
1.702,C.3.R.120,Erwinia gerundensis,C,3,R,120
1.702,C.3.R.120,Erwinia gerundensis,C,3,R,120
1.58,C.3.R.120,Candida albicans,C,3,R,120
1.58,C.3.R.120,Candida albicans,C,3,R,120
1.58,C.3.R.120,Candida albicans,C,3,R,120
1.58,C.3.R.120,Candida albicans,C,3,R,120
