Bin Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
A.3.N.60-DT-bin.10	A	3	N	60	DT	f__Halobacteriaceae (UID96)	90.72	3.85	61.54
A.3.N.60-DT-bin.11	A	3	N	60	DT	p__Euryarchaeota (UID49)	99.35	2.61	0
A.3.N.60-DT-bin.12	A	3	N	60	DT	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.N.60-DT-bin.13	A	3	N	60	DT	k__Bacteria (UID3060)	98.78	0.51	0
A.3.N.60-DT-bin.14	A	3	N	60	DT	p__Euryarchaeota (UID49)	97.39	2.61	0
A.3.N.60-DT-bin.15	A	3	N	60	DT	f__Bacillaceae (UID829)	99.45	1.25	0
A.3.N.60-DT-bin.16	A	3	N	60	DT	f__Halobacteriaceae (UID96)	91.48	3.42	42.86
A.3.N.60-DT-bin.17	A	3	N	60	DT	o__Burkholderiales (UID4000)	100	0	0
A.3.N.60-DT-bin.18	A	3	N	60	DT	k__Bacteria (UID2565)	95.7	22.58	38.71
A.3.N.60-DT-bin.19	A	3	N	60	DT	k__Archaea (UID2)	100	9.22	36.36
A.3.N.60-DT-bin.2	A	3	N	60	DT	f__Enterobacteriaceae (UID5054)	53.15	14.11	93.23
A.3.N.60-DT-bin.20	A	3	N	60	DT	k__Bacteria (UID2570)	77.9	0	0
A.3.N.60-DT-bin.21	A	3	N	60	DT	k__Bacteria (UID3060)	99.59	0	0
A.3.N.60-DT-bin.22	A	3	N	60	DT	o__Rhodospirillales (UID3754)	100	0.66	0
A.3.N.60-DT-bin.3	A	3	N	60	DT	o__Rhodospirillales (UID3754)	99.5	0	0
A.3.N.60-DT-bin.4	A	3	N	60	DT	f__Rhodobacteraceae (UID3361)	99.55	1.13	0
A.3.N.60-DT-bin.5	A	3	N	60	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.3.N.60-DT-bin.6	A	3	N	60	DT	f__Bacillaceae (UID829)	98.85	0.03	0
A.3.N.60-DT-bin.7	A	3	N	60	DT	o__Flavobacteriales (UID2815)	74.51	6.37	26.67
A.3.N.60-DT-bin.8	A	3	N	60	DT	o__Actinomycetales (UID1815)	99.33	0.38	0
A.3.N.60-DT-bin.9	A	3	N	60	DT	o__Actinomycetales (UID1814)	97.64	0.39	0
A.3.N.60-MM-bin.1	A	3	N	60	MM	k__Bacteria (UID3060)	99.19	0	0
A.3.N.60-MM-bin.10	A	3	N	60	MM	o__Rhodospirillales (UID3754)	99.5	0	0
A.3.N.60-MM-bin.11	A	3	N	60	MM	k__Bacteria (UID2565)	100	3.54	23.08
A.3.N.60-MM-bin.12	A	3	N	60	MM	o__Burkholderiales (UID4000)	97.2	1.75	33.33
A.3.N.60-MM-bin.13	A	3	N	60	MM	o__Actinomycetales (UID1815)	98.2	0.38	0
A.3.N.60-MM-bin.14	A	3	N	60	MM	k__Bacteria (UID2570)	95.03	0.57	100
A.3.N.60-MM-bin.15	A	3	N	60	MM	f__Rhodobacteraceae (UID3361)	98.95	0.83	0
A.3.N.60-MM-bin.2	A	3	N	60	MM	f__Bacillaceae (UID829)	16.21	0	0
A.3.N.60-MM-bin.3	A	3	N	60	MM	k__Bacteria (UID3060)	98.78	0.51	0
A.3.N.60-MM-bin.4	A	3	N	60	MM	o__Actinomycetales (UID1814)	97.64	0.79	25
A.3.N.60-MM-bin.5	A	3	N	60	MM	k__Bacteria (UID2570)	98.9	0.27	0
A.3.N.60-MM-bin.6	A	3	N	60	MM	o__Rhodospirillales (UID3754)	97.96	0.5	0
A.3.N.60-MM-bin.7	A	3	N	60	MM	o__Rhodospirillales (UID3754)	96.02	0	0
A.3.N.60-MM-bin.8	A	3	N	60	MM	o__Flavobacteriales (UID2815)	98.04	0	0
A.3.N.60-MM-bin.9	A	3	N	60	MM	f__Bacillaceae (UID829)	90.29	0.77	0
A.3.R.10-8K-bin.1	A	3	R	10	8K	k__Bacteria (UID2570)	91.67	1.37	0
A.3.R.10-8K-bin.10	A	3	R	10	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.R.10-8K-bin.11	A	3	R	10	8K	k__Bacteria (UID2570)	91.67	1.37	0
A.3.R.10-8K-bin.12	A	3	R	10	8K	k__Bacteria (UID2570)	91.67	1.37	0
A.3.R.10-8K-bin.13	A	3	R	10	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.R.10-8K-bin.14	A	3	R	10	8K	o__Burkholderiales (UID4000)	81.31	0	0
A.3.R.10-8K-bin.15	A	3	R	10	8K	o__Rhodospirillales (UID3754)	95.92	0	0
A.3.R.10-8K-bin.16	A	3	R	10	8K	k__Bacteria (UID3060)	98.78	0.91	0
A.3.R.10-8K-bin.17	A	3	R	10	8K	f__Halobacteriaceae (UID96)	78.02	0	0
A.3.R.10-8K-bin.18	A	3	R	10	8K	o__Rhodospirillales (UID3754)	93.35	0.5	0
A.3.R.10-8K-bin.19	A	3	R	10	8K	f__Halobacteriaceae (UID96)	97.64	0.54	50
A.3.R.10-8K-bin.2	A	3	R	10	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.10-8K-bin.20	A	3	R	10	8K	f__Rhodobacteraceae (UID3361)	98.64	0.53	0
A.3.R.10-8K-bin.21	A	3	R	10	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.10-8K-bin.22	A	3	R	10	8K	g__Vibrio (UID4878)	97.65	0.07	0
A.3.R.10-8K-bin.23	A	3	R	10	8K	f__Rhodobacteraceae (UID3356)	96.01	0.33	0
A.3.R.10-8K-bin.24	A	3	R	10	8K	k__Bacteria (UID3060)	98.78	0.91	0
A.3.R.10-8K-bin.25	A	3	R	10	8K	f__Halobacteriaceae (UID96)	98.4	0.05	0
A.3.R.10-8K-bin.26	A	3	R	10	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.10-8K-bin.27	A	3	R	10	8K	f__Rhodobacteraceae (UID3356)	96.01	0.33	0
A.3.R.10-8K-bin.28	A	3	R	10	8K	k__Bacteria (UID2570)	91.67	1.37	0
A.3.R.10-8K-bin.29	A	3	R	10	8K	k__Bacteria (UID3060)	98.78	0.91	0
A.3.R.10-8K-bin.3	A	3	R	10	8K	g__Vibrio (UID4878)	97.65	0.07	0
A.3.R.10-8K-bin.30	A	3	R	10	8K	k__Bacteria (UID203)	70.33	0	0
A.3.R.10-8K-bin.31	A	3	R	10	8K	f__Rhodobacteraceae (UID3356)	96.01	0.33	0
A.3.R.10-8K-bin.32	A	3	R	10	8K	o__Rhodospirillales (UID3754)	99.9	0	0
A.3.R.10-8K-bin.33	A	3	R	10	8K	f__Rhodobacteraceae (UID3361)	98.34	0.23	0
A.3.R.10-8K-bin.34	A	3	R	10	8K	f__Rhodobacteraceae (UID3361)	97.14	0.53	0
A.3.R.10-8K-bin.35	A	3	R	10	8K	o__Rhizobiales (UID3481)	94.71	1.73	25
A.3.R.10-8K-bin.36	A	3	R	10	8K	f__Halobacteriaceae (UID96)	97.64	0.54	50
A.3.R.10-8K-bin.37	A	3	R	10	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.10-8K-bin.38	A	3	R	10	8K	g__Vibrio (UID4878)	98.38	0.07	0
A.3.R.10-8K-bin.39	A	3	R	10	8K	f__Rhodobacteraceae (UID3356)	96.01	0.33	0
A.3.R.10-8K-bin.4	A	3	R	10	8K	o__Rhodospirillales (UID3754)	99.9	0	0
A.3.R.10-8K-bin.40	A	3	R	10	8K	f__Halobacteriaceae (UID96)	97.64	0.54	50
A.3.R.10-8K-bin.41	A	3	R	10	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.R.10-8K-bin.42	A	3	R	10	8K	o__Rhodospirillales (UID3754)	100	0	0
A.3.R.10-8K-bin.43	A	3	R	10	8K	g__Vibrio (UID4878)	97.65	0.07	0
A.3.R.10-8K-bin.5	A	3	R	10	8K	k__Bacteria (UID3060)	98.78	0.91	0
A.3.R.10-8K-bin.6	A	3	R	10	8K	f__Rhodobacteraceae (UID3361)	99.25	0.23	0
A.3.R.10-8K-bin.7	A	3	R	10	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.R.10-8K-bin.8	A	3	R	10	8K	f__Halobacteriaceae (UID96)	98.4	0.05	0
A.3.R.10-8K-bin.9	A	3	R	10	8K	f__Halobacteriaceae (UID96)	98.4	0.05	0
A.3.R.10-DT-bin.1	A	3	R	10	DT	f__Bacillaceae (UID829)	99.4	0.24	0
A.3.R.10-DT-bin.10	A	3	R	10	DT	o__Rhizobiales (UID3481)	96.91	12.22	7.07
A.3.R.10-DT-bin.11	A	3	R	10	DT	k__Archaea (UID2)	67.61	17.33	3.51
A.3.R.10-DT-bin.12	A	3	R	10	DT	f__Rhodobacteraceae (UID3356)	71.19	4.9	11.43
A.3.R.10-DT-bin.13	A	3	R	10	DT	k__Bacteria (UID2570)	93.87	1.37	0
A.3.R.10-DT-bin.14	A	3	R	10	DT	o__Flavobacteriales (UID2815)	99.23	23.15	23.61
A.3.R.10-DT-bin.15	A	3	R	10	DT	f__Rhodobacteraceae (UID3340)	98.38	0.5	50
A.3.R.10-DT-bin.16	A	3	R	10	DT	o__Actinomycetales (UID1814)	99.6	0.64	75
A.3.R.10-DT-bin.17	A	3	R	10	DT	o__Rhodospirillales (UID3754)	99.07	0.5	0
A.3.R.10-DT-bin.18	A	3	R	10	DT	f__Halobacteriaceae (UID96)	97.66	0.67	36.36
A.3.R.10-DT-bin.19	A	3	R	10	DT	o__Actinomycetales (UID1815)	99.33	0.63	33.33
A.3.R.10-DT-bin.2	A	3	R	10	DT	f__Halobacteriaceae (UID96)	98.05	0.24	0
A.3.R.10-DT-bin.20	A	3	R	10	DT	o__Burkholderiales (UID4000)	100	3.43	6.25
A.3.R.10-DT-bin.3	A	3	R	10	DT	f__Rhizobiaceae (UID3564)	99.47	8.14	12.28
A.3.R.10-DT-bin.4	A	3	R	10	DT	g__Vibrio (UID4878)	98.03	0.07	0
A.3.R.10-DT-bin.5	A	3	R	10	DT	f__Rhodobacteraceae (UID3356)	99.24	0.33	0
A.3.R.10-DT-bin.6	A	3	R	10	DT	k__Bacteria (UID3060)	99.39	1.22	0
A.3.R.10-DT-bin.7	A	3	R	10	DT	o__Rhodospirillales (UID3754)	99.9	0	0
A.3.R.10-DT-bin.8	A	3	R	10	DT	k__Bacteria (UID3060)	98.78	1.32	0
A.3.R.10-DT-bin.9	A	3	R	10	DT	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.10-MM-bin.1	A	3	R	10	MM	o__Actinomycetales (UID1815)	96.48	2.7	30
A.3.R.10-MM-bin.10	A	3	R	10	MM	o__Rhodospirillales (UID3754)	75.91	10.91	16.13
A.3.R.10-MM-bin.2	A	3	R	10	MM	k__Bacteria (UID3060)	94.92	3.21	7.69
A.3.R.10-MM-bin.3	A	3	R	10	MM	f__Rhodobacteraceae (UID3361)	95.84	2.91	31.25
A.3.R.10-MM-bin.4	A	3	R	10	MM	f__Bacillaceae (UID829)	92.02	4.02	18.75
A.3.R.10-MM-bin.5	A	3	R	10	MM	f__Rhodobacteraceae (UID3340)	95.32	4.07	32
A.3.R.10-MM-bin.6	A	3	R	10	MM	o__Actinomycetales (UID1814)	94.28	2.06	41.67
A.3.R.10-MM-bin.7	A	3	R	10	MM	o__Rhodospirillales (UID3754)	94.93	5.29	5.88
A.3.R.10-MM-bin.8	A	3	R	10	MM	k__Bacteria (UID3060)	79.2	8.79	17.24
A.3.R.10-MM-bin.9	A	3	R	10	MM	g__Vibrio (UID4878)	95.1	7.35	27.84
A.3.R.120-8K-bin.1	A	3	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.120-8K-bin.10	A	3	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.120-8K-bin.11	A	3	R	120	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.120-8K-bin.12	A	3	R	120	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.120-8K-bin.13	A	3	R	120	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.120-8K-bin.14	A	3	R	120	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.120-8K-bin.15	A	3	R	120	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.120-8K-bin.16	A	3	R	120	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.120-8K-bin.17	A	3	R	120	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.120-8K-bin.18	A	3	R	120	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.120-8K-bin.19	A	3	R	120	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.120-8K-bin.2	A	3	R	120	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.120-8K-bin.20	A	3	R	120	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.120-8K-bin.21	A	3	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.R.120-8K-bin.22	A	3	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.R.120-8K-bin.23	A	3	R	120	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.R.120-8K-bin.24	A	3	R	120	8K	g__Vibrio (UID4878)	98.67	0.03	0
A.3.R.120-8K-bin.25	A	3	R	120	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.120-8K-bin.26	A	3	R	120	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.120-8K-bin.27	A	3	R	120	8K	o__Rhodospirillales (UID3754)	99.5	0.5	0
A.3.R.120-8K-bin.28	A	3	R	120	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.120-8K-bin.29	A	3	R	120	8K	g__Vibrio (UID4878)	98.67	0.03	0
A.3.R.120-8K-bin.3	A	3	R	120	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.120-8K-bin.30	A	3	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.R.120-8K-bin.31	A	3	R	120	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.120-8K-bin.32	A	3	R	120	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.120-8K-bin.33	A	3	R	120	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.120-8K-bin.34	A	3	R	120	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.120-8K-bin.35	A	3	R	120	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.120-8K-bin.36	A	3	R	120	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.120-8K-bin.37	A	3	R	120	8K	o__Rhodospirillales (UID3754)	99.5	0.5	0
A.3.R.120-8K-bin.38	A	3	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.120-8K-bin.39	A	3	R	120	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.120-8K-bin.4	A	3	R	120	8K	g__Vibrio (UID4878)	98.67	0.03	0
A.3.R.120-8K-bin.40	A	3	R	120	8K	g__Vibrio (UID4878)	98.67	0.03	0
A.3.R.120-8K-bin.41	A	3	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.120-8K-bin.42	A	3	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.120-8K-bin.43	A	3	R	120	8K	o__Rhodospirillales (UID3754)	99.5	0.5	0
A.3.R.120-8K-bin.44	A	3	R	120	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.120-8K-bin.45	A	3	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.R.120-8K-bin.46	A	3	R	120	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.120-8K-bin.47	A	3	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.120-8K-bin.48	A	3	R	120	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.120-8K-bin.49	A	3	R	120	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.120-8K-bin.5	A	3	R	120	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.120-8K-bin.50	A	3	R	120	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.120-8K-bin.6	A	3	R	120	8K	o__Rhodospirillales (UID3754)	99.5	0.5	0
A.3.R.120-8K-bin.7	A	3	R	120	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.120-8K-bin.8	A	3	R	120	8K	k__Bacteria (UID3060)	97.97	0	0
A.3.R.120-8K-bin.9	A	3	R	120	8K	p__Euryarchaeota (UID49)	90.2	0	0
A.3.R.120-DT-bin.1	A	3	R	120	DT	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.120-DT-bin.10	A	3	R	120	DT	g__Vibrio (UID4878)	98.78	0.05	0
A.3.R.120-DT-bin.11	A	3	R	120	DT	f__Halobacteriaceae (UID96)	99.49	1.07	11.11
A.3.R.120-DT-bin.12	A	3	R	120	DT	o__Actinomycetales (UID1814)	95.1	0.6	60
A.3.R.120-DT-bin.13	A	3	R	120	DT	o__Actinomycetales (UID1815)	99.33	0.75	0
A.3.R.120-DT-bin.14	A	3	R	120	DT	f__Enterobacteriaceae (UID5103)	99.03	32.34	42.58
A.3.R.120-DT-bin.15	A	3	R	120	DT	f__Halobacteriaceae (UID96)	97.42	0.22	100
A.3.R.120-DT-bin.16	A	3	R	120	DT	k__Archaea (UID2)	69.16	14.52	0
A.3.R.120-DT-bin.17	A	3	R	120	DT	o__Actinomycetales (UID1814)	99.18	2.02	36.36
A.3.R.120-DT-bin.18	A	3	R	120	DT	o__Burkholderiales (UID4000)	99.53	4.16	0
A.3.R.120-DT-bin.19	A	3	R	120	DT	f__Rhodobacteraceae (UID3340)	98.48	0.04	100
A.3.R.120-DT-bin.2	A	3	R	120	DT	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.120-DT-bin.20	A	3	R	120	DT	f__Bacillaceae (UID829)	97.96	2.31	71.43
A.3.R.120-DT-bin.21	A	3	R	120	DT	f__Rhodobacteraceae (UID3356)	94.19	0.3	0
A.3.R.120-DT-bin.22	A	3	R	120	DT	k__Bacteria (UID203)	100	8.62	26.32
A.3.R.120-DT-bin.23	A	3	R	120	DT	k__Bacteria (UID3060)	99.39	0	0
A.3.R.120-DT-bin.24	A	3	R	120	DT	o__Rhizobiales (UID3481)	99.44	4.2	5.66
A.3.R.120-DT-bin.25	A	3	R	120	DT	f__Rhodobacteraceae (UID3361)	99.25	1.03	0
A.3.R.120-DT-bin.26	A	3	R	120	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.120-DT-bin.3	A	3	R	120	DT	o__Rhodospirillales (UID3754)	99.4	1.24	0
A.3.R.120-DT-bin.4	A	3	R	120	DT	o__Rhodospirillales (UID3754)	97.51	1	0
A.3.R.120-DT-bin.5	A	3	R	120	DT	f__Bacillaceae (UID829)	98.37	0.03	0
A.3.R.120-DT-bin.6	A	3	R	120	DT	p__Euryarchaeota (UID49)	99.35	2.61	14.29
A.3.R.120-DT-bin.7	A	3	R	120	DT	k__Bacteria (UID3060)	98.78	0	0
A.3.R.120-DT-bin.8	A	3	R	120	DT	f__Halobacteriaceae (UID96)	75.26	1.14	33.33
A.3.R.120-DT-bin.9	A	3	R	120	DT	p__Euryarchaeota (UID49)	100	0	0
A.3.R.120-MM-bin.1	A	3	R	120	MM	f__Bacillaceae (UID829)	93.02	0.03	0
A.3.R.120-MM-bin.2	A	3	R	120	MM	f__Rhodobacteraceae (UID3361)	99.25	0.83	0
A.3.R.120-MM-bin.3	A	3	R	120	MM	f__Rhizobiaceae (UID3563)	95.28	1.94	28.57
A.3.R.120-MM-bin.4	A	3	R	120	MM	k__Bacteria (UID2570)	95.58	0	0
A.3.R.120-MM-bin.5	A	3	R	120	MM	k__Bacteria (UID3060)	96.54	0	0
A.3.R.120-MM-bin.6	A	3	R	120	MM	o__Actinomycetales (UID1815)	95.57	1.7	11.11
A.3.R.120-MM-bin.7	A	3	R	120	MM	k__Bacteria (UID2570)	98.9	0.27	0
A.3.R.180-8K-bin.1	A	3	R	180	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.180-8K-bin.10	A	3	R	180	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.180-8K-bin.11	A	3	R	180	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.180-8K-bin.12	A	3	R	180	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.180-8K-bin.13	A	3	R	180	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.180-8K-bin.14	A	3	R	180	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.180-8K-bin.15	A	3	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.180-8K-bin.16	A	3	R	180	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.180-8K-bin.17	A	3	R	180	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.180-8K-bin.18	A	3	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.180-8K-bin.19	A	3	R	180	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.180-8K-bin.2	A	3	R	180	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.180-8K-bin.20	A	3	R	180	8K	o__Burkholderiales (UID4000)	95.33	0	0
A.3.R.180-8K-bin.21	A	3	R	180	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.R.180-8K-bin.22	A	3	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.180-8K-bin.23	A	3	R	180	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.180-8K-bin.24	A	3	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.180-8K-bin.25	A	3	R	180	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.3.R.180-8K-bin.26	A	3	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.180-8K-bin.27	A	3	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.48	0
A.3.R.180-8K-bin.28	A	3	R	180	8K	o__Rhodospirillales (UID3754)	87.56	0	0
A.3.R.180-8K-bin.29	A	3	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.180-8K-bin.3	A	3	R	180	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.3.R.180-8K-bin.30	A	3	R	180	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.180-8K-bin.31	A	3	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.180-8K-bin.32	A	3	R	180	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.R.180-8K-bin.33	A	3	R	180	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.180-8K-bin.34	A	3	R	180	8K	o__Burkholderiales (UID4000)	93.46	0	0
A.3.R.180-8K-bin.35	A	3	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.180-8K-bin.36	A	3	R	180	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.R.180-8K-bin.37	A	3	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.180-8K-bin.38	A	3	R	180	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.180-8K-bin.39	A	3	R	180	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.3.R.180-8K-bin.4	A	3	R	180	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.180-8K-bin.40	A	3	R	180	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.180-8K-bin.41	A	3	R	180	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.180-8K-bin.42	A	3	R	180	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.180-8K-bin.43	A	3	R	180	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.180-8K-bin.44	A	3	R	180	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.180-8K-bin.45	A	3	R	180	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.180-8K-bin.46	A	3	R	180	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.180-8K-bin.47	A	3	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.48	0
A.3.R.180-8K-bin.5	A	3	R	180	8K	o__Rhodospirillales (UID3754)	98.91	0	0
A.3.R.180-8K-bin.6	A	3	R	180	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.180-8K-bin.7	A	3	R	180	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.R.180-8K-bin.8	A	3	R	180	8K	p__Euryarchaeota (UID49)	90.2	0	0
A.3.R.180-8K-bin.9	A	3	R	180	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.R.180-DT-bin.1	A	3	R	180	DT	p__Euryarchaeota (UID49)	99.35	2.61	14.29
A.3.R.180-DT-bin.10	A	3	R	180	DT	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.180-DT-bin.11	A	3	R	180	DT	k__Archaea (UID2)	68.23	14.52	0
A.3.R.180-DT-bin.12	A	3	R	180	DT	f__Rhodobacteraceae (UID3361)	98.04	2.62	0
A.3.R.180-DT-bin.13	A	3	R	180	DT	k__Bacteria (UID2570)	98.91	0	0
A.3.R.180-DT-bin.14	A	3	R	180	DT	o__Rhizobiales (UID3481)	98.66	4.17	4.08
A.3.R.180-DT-bin.15	A	3	R	180	DT	o__Rhodospirillales (UID3754)	98.91	6.14	31.71
A.3.R.180-DT-bin.16	A	3	R	180	DT	f__Halobacteriaceae (UID96)	94.05	1.9	85.71
A.3.R.180-DT-bin.17	A	3	R	180	DT	f__Bacillaceae (UID829)	98.85	0	0
A.3.R.180-DT-bin.18	A	3	R	180	DT	f__Halobacteriaceae (UID96)	91.63	1.71	80
A.3.R.180-DT-bin.19	A	3	R	180	DT	f__Rhodobacteraceae (UID3340)	99.39	0	0
A.3.R.180-DT-bin.2	A	3	R	180	DT	k__Bacteria (UID3060)	98.78	0	0
A.3.R.180-DT-bin.20	A	3	R	180	DT	k__Bacteria (UID3060)	99.39	0	0
A.3.R.180-DT-bin.21	A	3	R	180	DT	g__Vibrio (UID4878)	99.84	1.12	0
A.3.R.180-DT-bin.22	A	3	R	180	DT	o__Rhodospirillales (UID3754)	99.5	1	0
A.3.R.180-DT-bin.23	A	3	R	180	DT	f__Enterobacteriaceae (UID5103)	98.84	37.76	43.09
A.3.R.180-DT-bin.24	A	3	R	180	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.180-DT-bin.3	A	3	R	180	DT	f__Rhizobiaceae (UID3563)	97.06	3.03	20.83
A.3.R.180-DT-bin.4	A	3	R	180	DT	o__Burkholderiales (UID4000)	99.53	2.02	0
A.3.R.180-DT-bin.5	A	3	R	180	DT	f__Halobacteriaceae (UID96)	99.39	2.7	16.22
A.3.R.180-DT-bin.6	A	3	R	180	DT	k__Bacteria (UID3060)	98.78	0.91	0
A.3.R.180-DT-bin.7	A	3	R	180	DT	f__Rhodobacteraceae (UID3356)	94.49	0.3	0
A.3.R.180-DT-bin.8	A	3	R	180	DT	k__Bacteria (UID2565)	96.99	81.13	84.95
A.3.R.180-DT-bin.9	A	3	R	180	DT	f__Rhodobacteraceae (UID3356)	98.64	1.16	16.67
A.3.R.180-MM-bin.1	A	3	R	180	MM	k__Bacteria (UID2565)	96.01	6.45	0
A.3.R.180-MM-bin.2	A	3	R	180	MM	k__Bacteria (UID2570)	100	0	0
