"Bin.Id"	"Community"	"Abundance_distribution"	"Taxonomic_distribution"	"Depth"	"Pipeline"	"Marker.lineage"	"Completeness"	"Contamination"	"Strain.heterogeneity"
"5422"	"C.2.R.60-MM-bin.5"	"C"	2	"R"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	99.68	0	0
"5432"	"C.2.R.60-MM-bin.6"	"C"	2	"R"	60	"MM"	"o__Burkholderiales (UID4001)"	99.55	1.8	0
"5442"	"C.2.R.60-MM-bin.7"	"C"	2	"R"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	91.74	5.71	28
"5451"	"C.2.R.60-MM-bin.8"	"C"	2	"R"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	98.11	0.61	0
"5461"	"C.2.R.60-MM-bin.9"	"C"	2	"R"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	99.76	0	0
"5472"	"C.2.V.60-8K-bin.1"	"C"	2	"V"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	94.77	0.61	0
"5482"	"C.2.V.60-8K-bin.10"	"C"	2	"V"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"5492"	"C.2.V.60-8K-bin.11"	"C"	2	"V"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"5501"	"C.2.V.60-8K-bin.12"	"C"	2	"V"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"5512"	"C.2.V.60-8K-bin.13"	"C"	2	"V"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	94.77	0.61	0
"5522"	"C.2.V.60-8K-bin.2"	"C"	2	"V"	60	"8K"	"k__Bacteria (UID3187)"	85.47	0.85	0
"5532"	"C.2.V.60-8K-bin.3"	"C"	2	"V"	60	"8K"	"k__Bacteria (UID3187)"	96.58	0.85	0
"5542"	"C.2.V.60-8K-bin.4"	"C"	2	"V"	60	"8K"	"k__Bacteria (UID3187)"	85.47	0.85	0
"5552"	"C.2.V.60-8K-bin.5"	"C"	2	"V"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"5561"	"C.2.V.60-8K-bin.6"	"C"	2	"V"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	98.41	0.61	0
"5572"	"C.2.V.60-8K-bin.7"	"C"	2	"V"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	85.45	0.48	0
"5582"	"C.2.V.60-8K-bin.8"	"C"	2	"V"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	94.77	0.61	0
"5592"	"C.2.V.60-8K-bin.9"	"C"	2	"V"	60	"8K"	"k__Bacteria (UID3187)"	85.47	0.85	0
"5601"	"C.2.V.60-DT-bin.1"	"C"	2	"V"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	98.11	0	0
"5613"	"C.2.V.60-DT-bin.10"	"C"	2	"V"	60	"DT"	"p__Cyanobacteria (UID2189)"	98	2.03	70.83
"5622"	"C.2.V.60-DT-bin.11"	"C"	2	"V"	60	"DT"	"c__Alphaproteobacteria (UID3422)"	99.97	0.03	100
"5632"	"C.2.V.60-DT-bin.12"	"C"	2	"V"	60	"DT"	"k__Bacteria (UID3187)"	95.69	6.94	20
"5642"	"C.2.V.60-DT-bin.13"	"C"	2	"V"	60	"DT"	"p__Euryarchaeota (UID49)"	98.53	0	0
"5652"	"C.2.V.60-DT-bin.14"	"C"	2	"V"	60	"DT"	"p__Euryarchaeota (UID49)"	100	2.61	20
"5662"	"C.2.V.60-DT-bin.15"	"C"	2	"V"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	99.09	0.63	25
"5671"	"C.2.V.60-DT-bin.16"	"C"	2	"V"	60	"DT"	"f__Streptomycetaceae (UID2048)"	81.56	3.36	23.08
"5682"	"C.2.V.60-DT-bin.17"	"C"	2	"V"	60	"DT"	"k__Bacteria (UID2993)"	98.98	0	0
"5692"	"C.2.V.60-DT-bin.18"	"C"	2	"V"	60	"DT"	"k__Bacteria (UID3187)"	87.07	1.72	0
"5713"	"C.2.V.60-DT-bin.2"	"C"	2	"V"	60	"DT"	"o__Chlamydiales (UID2994)"	96.6	0.08	80
"5722"	"C.2.V.60-DT-bin.20"	"C"	2	"V"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	99.29	1.67	33.33
"5732"	"C.2.V.60-DT-bin.21"	"C"	2	"V"	60	"DT"	"p__Cyanobacteria (UID2189)"	95.27	0.52	50
"5742"	"C.2.V.60-DT-bin.3"	"C"	2	"V"	60	"DT"	"c__Alphaproteobacteria (UID3422)"	99.65	0.43	0
"5752"	"C.2.V.60-DT-bin.4"	"C"	2	"V"	60	"DT"	"o__Chlamydiales (UID2994)"	97.91	0.81	75
"5762"	"C.2.V.60-DT-bin.5"	"C"	2	"V"	60	"DT"	"o__Burkholderiales (UID4001)"	99.15	3.47	10
"5772"	"C.2.V.60-DT-bin.6"	"C"	2	"V"	60	"DT"	"c__Alphaproteobacteria (UID3422)"	99.32	1.44	28.57
"5802"	"C.2.V.60-DT-bin.9"	"C"	2	"V"	60	"DT"	"p__Cyanobacteria (UID2189)"	96.75	4.89	43.33
"5812"	"C.2.V.60-MM-bin.1"	"C"	2	"V"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	98.7	0.92	0
"5821"	"C.2.V.60-MM-bin.10"	"C"	2	"V"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	98.41	0	0
"5832"	"C.2.V.60-MM-bin.11"	"C"	2	"V"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	99.29	0.61	0
"5842"	"C.2.V.60-MM-bin.12"	"C"	2	"V"	60	"MM"	"f__Spirochaetaceae (UID2512)"	97.1	2.71	33.33
"5852"	"C.2.V.60-MM-bin.13"	"C"	2	"V"	60	"MM"	"k__Bacteria (UID3187)"	99.15	0.85	0
"5862"	"C.2.V.60-MM-bin.14"	"C"	2	"V"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	99.7	0.16	0
"5872"	"C.2.V.60-MM-bin.2"	"C"	2	"V"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	99.35	0.68	100
"5882"	"C.2.V.60-MM-bin.3"	"C"	2	"V"	60	"MM"	"k__Bacteria (UID3187)"	87.07	0.86	0
"5891"	"C.2.V.60-MM-bin.4"	"C"	2	"V"	60	"MM"	"f__Spirochaetaceae (UID2512)"	82.73	3.04	14.29
"5901"	"C.2.V.60-MM-bin.5"	"C"	2	"V"	60	"MM"	"p__Cyanobacteria (UID2189)"	98	0.96	20
"5913"	"C.2.V.60-MM-bin.6"	"C"	2	"V"	60	"MM"	"p__Cyanobacteria (UID2189)"	94.56	0.41	0
"5922"	"C.2.V.60-MM-bin.7"	"C"	2	"V"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	98.79	0.48	0
"5932"	"C.2.V.60-MM-bin.8"	"C"	2	"V"	60	"MM"	"k__Bacteria (UID3187)"	98.28	2.63	0
"5942"	"C.2.V.60-MM-bin.9"	"C"	2	"V"	60	"MM"	"p__Cyanobacteria (UID2189)"	94.75	5.41	54.29
"5952"	"C.3.C.60-8K-bin.1"	"C"	3	"C"	60	"8K"	"c__Gammaproteobacteria (UID4387)"	97.18	0.56	0
"5962"	"C.3.C.60-8K-bin.10"	"C"	3	"C"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"5972"	"C.3.C.60-8K-bin.11"	"C"	3	"C"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"5982"	"C.3.C.60-8K-bin.12"	"C"	3	"C"	60	"8K"	"c__Gammaproteobacteria (UID4387)"	97.18	0.56	0
"5992"	"C.3.C.60-8K-bin.13"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"6002"	"C.3.C.60-8K-bin.14"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"6013"	"C.3.C.60-8K-bin.15"	"C"	3	"C"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"6022"	"C.3.C.60-8K-bin.16"	"C"	3	"C"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"6032"	"C.3.C.60-8K-bin.17"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	1.75	0
"6042"	"C.3.C.60-8K-bin.18"	"C"	3	"C"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"6052"	"C.3.C.60-8K-bin.19"	"C"	3	"C"	60	"8K"	"o__Rhizobiales (UID3447)"	99.6	0.8	0
"6062"	"C.3.C.60-8K-bin.2"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID3187)"	85.47	0.85	0
"6072"	"C.3.C.60-8K-bin.20"	"C"	3	"C"	60	"8K"	"o__Rhizobiales (UID3447)"	99.6	0.8	0
"6082"	"C.3.C.60-8K-bin.21"	"C"	3	"C"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"6092"	"C.3.C.60-8K-bin.22"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	1.75	0
"6102"	"C.3.C.60-8K-bin.23"	"C"	3	"C"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"6113"	"C.3.C.60-8K-bin.24"	"C"	3	"C"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	98.41	0.61	0
"6122"	"C.3.C.60-8K-bin.25"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"6132"	"C.3.C.60-8K-bin.26"	"C"	3	"C"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	96.89	0.61	0
"6142"	"C.3.C.60-8K-bin.27"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID3187)"	85.47	0.85	0
"6152"	"C.3.C.60-8K-bin.28"	"C"	3	"C"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"6162"	"C.3.C.60-8K-bin.29"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"6172"	"C.3.C.60-8K-bin.3"	"C"	3	"C"	60	"8K"	"o__Rhizobiales (UID3447)"	99.6	0.8	0
"6182"	"C.3.C.60-8K-bin.30"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	1.75	0
"6192"	"C.3.C.60-8K-bin.31"	"C"	3	"C"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"6202"	"C.3.C.60-8K-bin.32"	"C"	3	"C"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"6213"	"C.3.C.60-8K-bin.33"	"C"	3	"C"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	98.11	0.3	0
"6222"	"C.3.C.60-8K-bin.34"	"C"	3	"C"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"6232"	"C.3.C.60-8K-bin.35"	"C"	3	"C"	60	"8K"	"c__Gammaproteobacteria (UID4387)"	97.18	0.56	0
"6242"	"C.3.C.60-8K-bin.36"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"6252"	"C.3.C.60-8K-bin.37"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID3187)"	99.15	0.85	0
"6262"	"C.3.C.60-8K-bin.38"	"C"	3	"C"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	98.11	0.3	0
"6272"	"C.3.C.60-8K-bin.39"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"6282"	"C.3.C.60-8K-bin.4"	"C"	3	"C"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"6292"	"C.3.C.60-8K-bin.40"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"6302"	"C.3.C.60-8K-bin.41"	"C"	3	"C"	60	"8K"	"o__Rhizobiales (UID3447)"	99.6	0.8	0
"6312"	"C.3.C.60-8K-bin.42"	"C"	3	"C"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"6322"	"C.3.C.60-8K-bin.43"	"C"	3	"C"	60	"8K"	"c__Gammaproteobacteria (UID4387)"	97.18	0.56	0
"6332"	"C.3.C.60-8K-bin.44"	"C"	3	"C"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"6341"	"C.3.C.60-8K-bin.5"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	100	1.75	0
"6352"	"C.3.C.60-8K-bin.6"	"C"	3	"C"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"6361"	"C.3.C.60-8K-bin.7"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"6371"	"C.3.C.60-8K-bin.8"	"C"	3	"C"	60	"8K"	"k__Bacteria (UID3187)"	85.47	0.85	0
"6381"	"C.3.C.60-8K-bin.9"	"C"	3	"C"	60	"8K"	"p__Euryarchaeota (UID49)"	99.35	0	0
"6391"	"C.3.C.60-DT-bin.1"	"C"	3	"C"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	95.83	0.02	100
"6402"	"C.3.C.60-DT-bin.10"	"C"	3	"C"	60	"DT"	"p__Euryarchaeota (UID49)"	85.46	4.58	57.14
"6422"	"C.3.C.60-DT-bin.12"	"C"	3	"C"	60	"DT"	"k__Bacteria (UID209)"	100	1.75	0
"6432"	"C.3.C.60-DT-bin.13"	"C"	3	"C"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	98.79	0.78	0
"6442"	"C.3.C.60-DT-bin.14"	"C"	3	"C"	60	"DT"	"k__Archaea (UID146)"	99.26	2.21	33.33
"6462"	"C.3.C.60-DT-bin.16"	"C"	3	"C"	60	"DT"	"k__Bacteria (UID209)"	100	2.51	0
"6472"	"C.3.C.60-DT-bin.17"	"C"	3	"C"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	99.29	1.94	44.44
"6481"	"C.3.C.60-DT-bin.18"	"C"	3	"C"	60	"DT"	"g__Bacillus (UID864)"	99.59	0	0
"6502"	"C.3.C.60-DT-bin.2"	"C"	3	"C"	60	"DT"	"o__Rhizobiales (UID3447)"	99.6	0.8	0
"6513"	"C.3.C.60-DT-bin.20"	"C"	3	"C"	60	"DT"	"k__Bacteria (UID3187)"	99.15	0.85	0
"6522"	"C.3.C.60-DT-bin.21"	"C"	3	"C"	60	"DT"	"k__Archaea (UID146)"	100	0	0
"6532"	"C.3.C.60-DT-bin.22"	"C"	3	"C"	60	"DT"	"k__Bacteria (UID3187)"	90.52	2.23	0
"6542"	"C.3.C.60-DT-bin.23"	"C"	3	"C"	60	"DT"	"f__Enterobacteriaceae (UID5054)"	99.44	0.08	0
"6551"	"C.3.C.60-DT-bin.24"	"C"	3	"C"	60	"DT"	"o__Rhizobiales (UID3450)"	97.72	3.68	84.21
"6562"	"C.3.C.60-DT-bin.25"	"C"	3	"C"	60	"DT"	"c__Gammaproteobacteria (UID4387)"	100	0.91	50
"6572"	"C.3.C.60-DT-bin.26"	"C"	3	"C"	60	"DT"	"g__Streptomyces (UID2052)"	99.91	0	0
"6582"	"C.3.C.60-DT-bin.27"	"C"	3	"C"	60	"DT"	"k__Bacteria (UID209)"	96.55	0.47	0
"6592"	"C.3.C.60-DT-bin.3"	"C"	3	"C"	60	"DT"	"f__Spirochaetaceae (UID2512)"	95.97	0.81	0
"6622"	"C.3.C.60-DT-bin.6"	"C"	3	"C"	60	"DT"	"p__Euryarchaeota (UID49)"	99.35	0	0
"6631"	"C.3.C.60-DT-bin.7"	"C"	3	"C"	60	"DT"	"k__Archaea (UID146)"	78.7	1.1	50
"6642"	"C.3.C.60-DT-bin.8"	"C"	3	"C"	60	"DT"	"f__Enterobacteriaceae (UID5103)"	99.18	0.45	20
"6652"	"C.3.C.60-DT-bin.9"	"C"	3	"C"	60	"DT"	"c__Alphaproteobacteria (UID3422)"	99.82	0.41	25
"6662"	"C.3.C.60-MM-bin.1"	"C"	3	"C"	60	"MM"	"f__Spirochaetaceae (UID2512)"	99.19	0	0
"6672"	"C.3.C.60-MM-bin.10"	"C"	3	"C"	60	"MM"	"k__Bacteria (UID3187)"	99.15	0.85	0
"6682"	"C.3.C.60-MM-bin.11"	"C"	3	"C"	60	"MM"	"k__Bacteria (UID2993)"	98.98	0	0
"6692"	"C.3.C.60-MM-bin.12"	"C"	3	"C"	60	"MM"	"c__Gammaproteobacteria (UID4387)"	99.44	0.56	0
"6702"	"C.3.C.60-MM-bin.13"	"C"	3	"C"	60	"MM"	"k__Bacteria (UID209)"	96.55	0.47	0
"6713"	"C.3.C.60-MM-bin.14"	"C"	3	"C"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	98.99	0.61	0
"6722"	"C.3.C.60-MM-bin.15"	"C"	3	"C"	60	"MM"	"k__Bacteria (UID3187)"	99.14	3.07	20
"6732"	"C.3.C.60-MM-bin.16"	"C"	3	"C"	60	"MM"	"p__Cyanobacteria (UID2189)"	98	0.74	0
"6742"	"C.3.C.60-MM-bin.17"	"C"	3	"C"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	96.55	0.49	0
"6752"	"C.3.C.60-MM-bin.18"	"C"	3	"C"	60	"MM"	"c__Alphaproteobacteria (UID3422)"	99.7	0.32	100
"6762"	"C.3.C.60-MM-bin.19"	"C"	3	"C"	60	"MM"	"f__Spirochaetaceae (UID2512)"	100	0.81	0
"6772"	"C.3.C.60-MM-bin.2"	"C"	3	"C"	60	"MM"	"p__Cyanobacteria (UID2189)"	94.12	1.56	45.45
"6782"	"C.3.C.60-MM-bin.20"	"C"	3	"C"	60	"MM"	"k__Bacteria (UID209)"	100	1.75	0
"6792"	"C.3.C.60-MM-bin.21"	"C"	3	"C"	60	"MM"	"g__Bacillus (UID864)"	99.59	0	0
"6802"	"C.3.C.60-MM-bin.22"	"C"	3	"C"	60	"MM"	"g__Streptomyces (UID2052)"	96.35	0.36	100
"6813"	"C.3.C.60-MM-bin.23"	"C"	3	"C"	60	"MM"	"f__Enterobacteriaceae (UID5054)"	99.48	0.08	0
"6822"	"C.3.C.60-MM-bin.24"	"C"	3	"C"	60	"MM"	"f__Enterobacteriaceae (UID5103)"	99.89	0.39	0
"6842"	"C.3.C.60-MM-bin.3"	"C"	3	"C"	60	"MM"	"o__Burkholderiales (UID4001)"	99.15	1.8	0
"6862"	"C.3.C.60-MM-bin.5"	"C"	3	"C"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	98.11	0	0
"6872"	"C.3.C.60-MM-bin.6"	"C"	3	"C"	60	"MM"	"f__Spirochaetaceae (UID2512)"	88.33	6.3	46.15
"6882"	"C.3.C.60-MM-bin.7"	"C"	3	"C"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	98.79	0.48	0
"6892"	"C.3.C.60-MM-bin.8"	"C"	3	"C"	60	"MM"	"p__Cyanobacteria (UID2189)"	75	1.38	70
"6902"	"C.3.C.60-MM-bin.9"	"C"	3	"C"	60	"MM"	"k__Bacteria (UID3187)"	87.93	0.86	0
"6912"	"C.3.N.60-8K-bin.1"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"6922"	"C.3.N.60-8K-bin.10"	"C"	3	"N"	60	"8K"	"f__Spirochaetaceae (UID2512)"	100	0	0
"6932"	"C.3.N.60-8K-bin.11"	"C"	3	"N"	60	"8K"	"p__Cyanobacteria (UID2189)"	99.22	0	0
"6942"	"C.3.N.60-8K-bin.12"	"C"	3	"N"	60	"8K"	"o__Rhizobiales (UID3450)"	99.92	0.25	0
"6952"	"C.3.N.60-8K-bin.13"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4002)"	93.18	0.62	0
"6962"	"C.3.N.60-8K-bin.14"	"C"	3	"N"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"6972"	"C.3.N.60-8K-bin.15"	"C"	3	"N"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"6982"	"C.3.N.60-8K-bin.16"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID203)"	79.31	0	0
"6992"	"C.3.N.60-8K-bin.17"	"C"	3	"N"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"7002"	"C.3.N.60-8K-bin.18"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"7013"	"C.3.N.60-8K-bin.19"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"7022"	"C.3.N.60-8K-bin.2"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4001)"	97.95	1.4	0
"7032"	"C.3.N.60-8K-bin.20"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"7042"	"C.3.N.60-8K-bin.21"	"C"	3	"N"	60	"8K"	"f__Spirochaetaceae (UID2512)"	100	0	0
"7052"	"C.3.N.60-8K-bin.22"	"C"	3	"N"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"7062"	"C.3.N.60-8K-bin.23"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4001)"	97.95	1.4	0
"7072"	"C.3.N.60-8K-bin.24"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	99.15	0.85	0
"7082"	"C.3.N.60-8K-bin.25"	"C"	3	"N"	60	"8K"	"f__Spirochaetaceae (UID2512)"	100	0	0
"7092"	"C.3.N.60-8K-bin.26"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"7103"	"C.3.N.60-8K-bin.27"	"C"	3	"N"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	93.86	0	0
"7113"	"C.3.N.60-8K-bin.28"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	88.97	0.74	0
"7121"	"C.3.N.60-8K-bin.29"	"C"	3	"N"	60	"8K"	"p__Cyanobacteria (UID2189)"	99.22	0	0
"7132"	"C.3.N.60-8K-bin.3"	"C"	3	"N"	60	"8K"	"o__Rhizobiales (UID3447)"	100	0.8	0
"7142"	"C.3.N.60-8K-bin.30"	"C"	3	"N"	60	"8K"	"o__Rhizobiales (UID3447)"	100	0.8	0
"7152"	"C.3.N.60-8K-bin.31"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	87.93	0.86	0
"7162"	"C.3.N.60-8K-bin.32"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	87.93	0.86	0
"7172"	"C.3.N.60-8K-bin.33"	"C"	3	"N"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"7182"	"C.3.N.60-8K-bin.34"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4002)"	93.18	0.62	0
"7192"	"C.3.N.60-8K-bin.35"	"C"	3	"N"	60	"8K"	"f__Spirochaetaceae (UID2512)"	100	0	0
"7202"	"C.3.N.60-8K-bin.36"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	99.15	0.85	0
"7213"	"C.3.N.60-8K-bin.37"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID203)"	79.31	0	0
"7222"	"C.3.N.60-8K-bin.38"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	88.97	0.74	0
"7231"	"C.3.N.60-8K-bin.39"	"C"	3	"N"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"7242"	"C.3.N.60-8K-bin.4"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"7252"	"C.3.N.60-8K-bin.40"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"7262"	"C.3.N.60-8K-bin.41"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"7271"	"C.3.N.60-8K-bin.42"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	99.15	0.85	0
"7282"	"C.3.N.60-8K-bin.43"	"C"	3	"N"	60	"8K"	"p__Cyanobacteria (UID2189)"	99.22	0	0
"7291"	"C.3.N.60-8K-bin.44"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4002)"	93.18	0.62	0
"7302"	"C.3.N.60-8K-bin.45"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"7312"	"C.3.N.60-8K-bin.46"	"C"	3	"N"	60	"8K"	"p__Cyanobacteria (UID2189)"	99.22	0	0
"7322"	"C.3.N.60-8K-bin.47"	"C"	3	"N"	60	"8K"	"o__Rhizobiales (UID3447)"	100	0.8	0
"7332"	"C.3.N.60-8K-bin.48"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	88.97	0.74	0
"7342"	"C.3.N.60-8K-bin.49"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	99.26	0	0
"7352"	"C.3.N.60-8K-bin.5"	"C"	3	"N"	60	"8K"	"g__Streptomyces (UID2052)"	99.91	0	0
"7362"	"C.3.N.60-8K-bin.50"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	100	0	0
"7371"	"C.3.N.60-8K-bin.51"	"C"	3	"N"	60	"8K"	"o__Rhizobiales (UID3447)"	100	0.8	0
"7382"	"C.3.N.60-8K-bin.52"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4001)"	97.95	1.4	0
"7392"	"C.3.N.60-8K-bin.53"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID203)"	79.31	0	0
"7402"	"C.3.N.60-8K-bin.54"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID209)"	96.55	0.47	0
"7413"	"C.3.N.60-8K-bin.55"	"C"	3	"N"	60	"8K"	"k__Archaea (UID146)"	88.97	0.74	0
"7422"	"C.3.N.60-8K-bin.56"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	99.15	0.85	0
"7431"	"C.3.N.60-8K-bin.57"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID203)"	79.31	0	0
"7441"	"C.3.N.60-8K-bin.58"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	87.93	0.86	0
"7452"	"C.3.N.60-8K-bin.6"	"C"	3	"N"	60	"8K"	"g__Bacillus (UID864)"	99.59	0	0
"7462"	"C.3.N.60-8K-bin.7"	"C"	3	"N"	60	"8K"	"k__Bacteria (UID3187)"	87.93	0.86	0
"7471"	"C.3.N.60-8K-bin.8"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4002)"	93.18	0.62	0
"7482"	"C.3.N.60-8K-bin.9"	"C"	3	"N"	60	"8K"	"o__Burkholderiales (UID4001)"	97.95	1.4	0
"7492"	"C.3.N.60-DT-bin.1"	"C"	3	"N"	60	"DT"	"k__Archaea (UID146)"	100	0.74	0
"7502"	"C.3.N.60-DT-bin.10"	"C"	3	"N"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	98.41	0	0
"7513"	"C.3.N.60-DT-bin.11"	"C"	3	"N"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	98.79	0.48	0
"7522"	"C.3.N.60-DT-bin.12"	"C"	3	"N"	60	"DT"	"k__Bacteria (UID209)"	98.28	0	0
"7532"	"C.3.N.60-DT-bin.13"	"C"	3	"N"	60	"DT"	"p__Cyanobacteria (UID2189)"	99.44	0.56	0
"7542"	"C.3.N.60-DT-bin.14"	"C"	3	"N"	60	"DT"	"o__Burkholderiales (UID4001)"	98.75	1.4	0
"7552"	"C.3.N.60-DT-bin.15"	"C"	3	"N"	60	"DT"	"o__Rhizobiales (UID3450)"	99.92	0.25	0
"7562"	"C.3.N.60-DT-bin.16"	"C"	3	"N"	60	"DT"	"g__Bacillus (UID864)"	99.59	0	0
"7572"	"C.3.N.60-DT-bin.17"	"C"	3	"N"	60	"DT"	"f__Spirochaetaceae (UID2512)"	100	0	0
"7602"	"C.3.N.60-DT-bin.2"	"C"	3	"N"	60	"DT"	"o__Burkholderiales (UID4002)"	99.95	0.62	0
"7613"	"C.3.N.60-DT-bin.20"	"C"	3	"N"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	99.29	1.82	42.86
